"NOMBDIST","year","month","falciparum","vivax","aet","prcp","q","soilm","tmax","tmin","water_deficit","loss","loss_km2","cum_loss_km2","diag","enviro","nets","workers","pamafro","pop2015","NOMBPROV","NOMBDEP","IDDIST"
"ALTO NANAY",2001,12,14,1,73.6353371583821,337.834017890639,264.199707254986,35.9322580438206,31.5891935147148,21.5552199551087,0,2085825.61576263,2.08582561576263,2.08582561576263,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,1,16,2,84.4306452239364,185.598680893347,101.166568823224,35.9322580438206,31.2528738989508,21.9118328038548,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,2,16,1,65.4887096651139,176.208504416726,110.716715423942,35.9322580438206,31.1423900358139,21.7381377905345,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,3,80,48,64.5453079257193,267.69120251608,203.142962078195,35.9322580438206,30.4652932801904,21.4595308024163,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,4,104,30,57.9884163753028,278.074926851782,220.086363627414,35.9322580438206,30.4327419062863,21.16913489792,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,5,96,28,70.8541055271003,327.124486436592,256.271994112524,35.9322580438206,30.1906451451813,21.5453372574971,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,6,54,12,67.7722874638622,202.586950218223,134.820381152665,35.928885616515,30.2970381482256,21.2512317193219,0.00190615839709984,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,7,44,13,66.7730205010109,276.969794511096,210.190029479891,35.9322580438206,29.6432111382135,20.3062902489715,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,8,40,18,85.8434017438693,251.226539768432,165.384310702774,35.9322580438206,30.966349003252,20.5247067733944,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,9,72,7,92.06041055271,266.29780090869,174.236510301965,35.9322580438206,31.8239589310811,20.9025513209905,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,10,12,10,82.1590909985853,588.338710840846,506.18240472788,35.9322580438206,30.6434163935373,22.3375072982654,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,11,6,2,75.1020527053788,414.983577605217,339.881524720849,35.9322580438206,30.2269501504311,22.5126392974182,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2002,12,4,7,74.4299120189857,291.252785668695,216.821847216475,35.9322580438206,30.9418767973824,22.8339003146219,0,671790.016723633,0.671790016723633,2.75761563248626,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,1,5,10,82.6545455686508,315.683578267475,233.029912282994,35.9322580438206,31.3582111565598,22.0172141038777,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,2,6,15,65.0057184045965,405.598240155978,340.592082138285,35.9322580438206,31.3155718353137,21.9113196291882,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,3,6,23,63.4758064012723,286.708504550967,223.232551619454,35.9322580438206,30.9086070130647,22.8393401708072,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,4,13,13,61.3988269850655,304.44560102983,243.048533688542,35.9322580438206,30.6673313347825,21.4106011796207,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,5,12,27,59.2032257930275,632.227273443228,573.025365656072,35.9322580438206,30.0777419137815,21.4326539389199,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,6,18,33,59.09838708335,429.000439730558,369.906890913888,35.9322580438206,30.0778885726705,21.0320528147857,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,7,9,27,73.9319645945977,272.97976539142,199.050439896122,35.9322580438206,29.5296187750405,20.1928885423543,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,8,1,12,82.2051319334864,207.401319487004,125.195601074577,35.9322580438206,30.592155400609,20.1890762334695,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,9,4,17,81.8384163148941,223.817888455657,141.976979230506,35.9322580438206,31.4459384543455,20.5011436988182,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
"ALTO NANAY",2003,10,1,14,85.0900292941902,263.578298730934,178.48826966048,35.9322580438206,30.9745454508538,22.4772580977409,0,585285.37713623,0.585285377136231,3.34290100962249,0,0,0,0,0,2784,"MAYNAS","LORETO","160102"
